"rep","b","g","x","c","a","w","r","mu","m","theta","tau_s","ep_s","S.pos","P.pos","I_s.pos","I_p.pos","H.pos","S.neg","P.neg","I_s.neg","I_p.neg","H.neg","S.pt.eq","P.pt.eq","I_s.pt.eq","I_p.pt.eq","H.pt.eq","S.cyc1","P.cyc1","I_s.cyc1","I_p.cyc1","H.cyc1","S.cyc2","P.cyc2","I_s.cyc2","I_p.cyc2","H.cyc2","S.NA","P.NA","I_s.NA","I_p.NA","H.NA","qual"
116,12.9039663399096,0.955,1,0.8,0.1,1,2,0.15,0.267696570325643,4,0.8,27,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","1.85707191599934","0.814844161349399","1.46135496108155","0.740581499192637","1.24575209836352","FALSE","FALSE","FALSE","FALSE","FALSE","cycles"
117,21.0091685589293,0.955,1,0.8,0.1,1,2,0.15,0.894698306941427,4,0.8,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,8.85613388771918,0.955,1,0.8,0.1,1,2,0.15,0.242836722475477,4,0.8,27,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","1.657871509327","0.709032363414383","1.41789541702797","0.68250061801385","1.19907334388572","FALSE","FALSE","FALSE","FALSE","FALSE","cycles"
119,2.58274244028466,0.955,1,0.8,0.1,1,2,0.15,0.0992423616116866,4,0.8,27,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","1.00127776371962","0.251119325497233","1.02082497018612","0.308823585328159","0.805133222031415","FALSE","FALSE","FALSE","FALSE","FALSE","cycles"
120,1.8226546832149,0.955,1,0.8,0.1,1,2,0.15,0.0679888313403353,4,0.8,27,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","0.866674020206434","0.167750594554328","0.899854570146007","0.221737844767506","0.6625511677384","FALSE","FALSE","FALSE","FALSE","FALSE","cycles"
121,17.8048052284167,0.955,1,0.8,0.1,1,2,0.15,0.699194205133244,4,0.8,27,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","17.7262982053166","18.2670249732139","-20.1004907337698","-17.1693608396555","-14.7911211269207","FALSE","FALSE","FALSE","FALSE","FALSE","extinct"
122,2.28943879503333,0.955,1,0.8,0.1,1,2,0.15,0.0500652355141938,4,0.8,27,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","0","0","0","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","pos.pt.eq"
123,17.4062135255429,0.955,1,0.8,0.1,1,2,0.15,0.458422427624464,4,0.8,27,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","2.15247576853426","1.4105336691078","1.4514580325372","1.26184445376903","1.59127324413774","FALSE","FALSE","FALSE","FALSE","FALSE","cycles"
124,5.71379126821095,0.955,1,0.8,0.1,1,2,0.15,0.181562079139985,4,0.8,27,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","1.3235440057306","0.491085338997119","1.2508240411246","0.520101716243879","1.06288626821723","FALSE","FALSE","FALSE","FALSE","FALSE","cycles"
125,8.10313952766764,0.955,1,0.8,0.1,1,2,0.15,0.0814111301675439,4,0.8,27,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","1.24998435853652","0.224559307571171","1.11235877689947","0.231374072155403","0.733678477197238","FALSE","FALSE","FALSE","FALSE","FALSE","cycles"
126,7.14372830855222,0.955,1,0.8,0.1,1,2,0.15,0.240613082353957,4,0.8,27,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","1.53261989880763","0.676270911185537","1.37824613746441","0.675369298832594","1.19449381646095","FALSE","FALSE","FALSE","FALSE","FALSE","cycles"
127,10.1445532871745,0.955,1,0.8,0.1,1,2,0.15,0.134408258344047,4,0.8,27,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","1.54281026587421","0.38640320928174","1.29029306257882","0.373695147056936","0.932440033008779","FALSE","FALSE","FALSE","FALSE","FALSE","cycles"
128,2.89976327989431,0.955,1,0.8,0.1,1,2,0.15,0.0872699467930943,4,0.8,27,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","0.979592427981929","0.221108286318129","0.994449623317786","0.274386053420244","0.764796005059442","FALSE","FALSE","FALSE","FALSE","FALSE","cycles"
129,5.85964599374907,0.955,1,0.8,0.1,1,2,0.15,0.138373644114472,4,0.8,27,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","1.27754203838003","0.373183117971515","1.19874437228839","0.402072656883713","0.959845482396878","FALSE","FALSE","FALSE","FALSE","FALSE","cycles"
