"rep","b","theta","g","x","c","a","w","r","mu","m","ep_s","tau_s","tau_p","timestep","S","P","I_s","I_p","H","P.prop","i_s_mean","i_p_mean","H_SP","seeds"
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0,100,0.501288835668391,0.395902366702366,0.0332281986219237,0.0226629078773138,3.40980240585065,0.441268667878402,0.0662855349204398,0.0572436787031169,3.80053036280396,0.879436451873941
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.05,100,0.510684108604961,0.466370442971871,0.033697977122238,0.038684334621135,3.37459440690869,0.477322829333544,0.0659859520874675,0.0829476550328217,3.45384441581338,0.992275776727609
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.1,100,0.501508040253909,0.530280266536581,0.0328860802842517,0.0572560183423143,3.20485517488098,0.513942892206334,0.065574382950275,0.10797312658129,3.10611697553551,1.07988286082616
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.15,100,0.48039372995652,0.587589531948097,0.0312371877717893,0.0772803164726131,2.95538118060203,0.550186087092978,0.0650241371273029,0.131520921103543,2.76725421270318,1.1461558090912
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.2,100,0.45261901969507,0.638366186690533,0.029109035943796,0.097623073001384,2.66917656386839,0.585128178598698,0.0643124452953983,0.152926447291153,2.44657447987886,1.19539373256795
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.25,100,0.422100552710815,0.682761695540237,0.0267723843985338,0.117262634908278,2.37733815573672,0.617960923745036,0.0634265561288564,0.171747530176679,2.15170548138462,1.2316886159221
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.3,100,0.391547465986264,0.721022950813673,0.0244205475980497,0.135410875460312,2.10030087778922,0.648069497378455,0.0623693159053836,0.187803835242001,1.88779141173848,1.25851312942439
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.35,100,0.362672559202793,0.753526994835658,0.022181527421421,0.151581361814721,1.84968880917323,0.675082687597724,0.0611613061384607,0.201162483698119,1.6571309336946,1.27855653363599
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.4,100,0.336408258114261,0.780797104192868,0.0201298759108826,0.165589776618169,1.63037714350471,0.698884135840927,0.0598376390155247,0.212077857011706,1.4593352292347,1.29376222741544
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.45,100,0.313115675625241,0.803472586238915,0.0182986491941891,0.177493461015011,1.4425862731681,0.719578213098451,0.0584405400900153,0.220907923997587,1.29195901697881,1.30547471916085
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.5,100,0.292779416741229,0.822242440984215,0.0166917219504553,0.187500545608113,1.28379786081621,0.737422710852973,0.0570112548765958,0.228035596634585,1.15136564536506,1.31460964285007
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.55,100,0.27517166197016,0.837775261390859,0.0152952575732153,0.195884177904014,1.15026171150931,0.752754011719479,0.0555844212434706,0.233814707752065,1.03352791347462,1.32179605671966
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.6,100,0.259971950745458,0.850670334880789,0.0140867967874878,0.202922413815958,1.0379875774691,0.765926478660165,0.0541858333066108,0.238544128665772,0.934583160485211,1.32747671540115
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.65,100,0.24684203439111,0.861435801550043,0.0130413441143841,0.208865990480228,0.94327937694359,0.777274229993519,0.0528327525194542,0.242462630534278,0.851121755171215,1.33197246246618
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.7,100,0.235465407857117,0.870487227582204,0.0121348179098539,0.213926419856286,0.862952110206135,0.787092683437042,0.0515354591584741,0.245754806133653,0.780279446473169,1.33552216264859
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.75,100,0.225563827447984,0.878157229515958,0.0113456523409156,0.218275563651505,0.79436832616104,0.795633302432,0.0502990770695803,0.248560914053875,0.719718375534255,1.33830763821404
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.8,100,0.216900934657084,0.884709078140866,0.0106552988046544,0.222050294911084,0.735390250383116,0.803105516346767,0.0491251862123151,0.250986793735294,0.667559519103605,1.3404697349314
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.85,100,0.209279656480352,0.890350311026001,0.0100481589507404,0.225358619527877,0.684302833144337,0.80968174507381,0.0480130707385966,0.25311230505236,0.622302823099793,1.34211908761407
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.9,100,0.202537191161164,0.89524463320906,0.00951127094811995,0.228285557033138,0.639734801538551,0.81550323874477,0.0469606144609342,0.254997962081978,0.582752225749005,1.34334360331223
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.95,100,0.196539517008125,0.899521643690086,0.00903392173591634,0.230898154708727,0.600588753357647,0.820685629547419,0.0459649126722077,0.256689937733481,0.547951861532125,1.3442138202536
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.2,1,100,0.191176291735421,0.903284503763295,0.00860726813807199,0.233249522601816,0.565983338799954,0.825323764431135,0.0450226754580221,0.258223761871309,0.517134410960833,1.34478683426119
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0,100,0.54245995700584,0.468970078859263,0.0436172858763979,0.0321494291152008,3.46322126905436,0.463670310579753,0.0804064619205217,0.0685532629147729,3.42408386764209,1.0224126225031
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.05,100,0.532633457052358,0.536306138929935,0.0424718336969042,0.0501918432739174,3.28432780296824,0.501717908987272,0.0797393275517224,0.0935880453915047,3.0725101917009,1.12027464886631
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.1,100,0.50837354103539,0.59686339244267,0.0400895111901307,0.0701347140127701,3.01199370626289,0.540032073090795,0.0788583747070739,0.117505470934887,2.72520182327284,1.19473701105914
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.15,100,0.475930018712021,0.650397043009893,0.0369946852301869,0.0907152677497754,2.69611068467409,0.577449539404278,0.0777313549800941,0.139476753046055,2.39371917474158,1.24980766356611
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.2,100,0.440198715942665,0.696830266548074,0.0336074756908005,0.110717323414117,2.37444311574829,0.612851807015174,0.0763461465779872,0.158887075847872,2.08828724009032,1.28973290386736
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.25,100,0.404671463616324,0.736312446423183,0.0302370868354034,0.129173151744807,2.07220578341498,0.645331139154879,0.0747200866727577,0.17543252510846,1.81615688458151,1.31840310669851
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.3,100,0.371540570750415,0.769267655776124,0.027085488506279,0.145492713291433,1.80324734906353,0.674318117531762,0.0729004868878072,0.189131457950931,1.58067526787911,1.33899946358871
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.35,100,0.341917508981958,0.796376517009678,0.0242604769540851,0.159475368368398,1.5724565176856,0.699622855628981,0.0709541813939843,0.200251219068103,1.38141506656485,1.35390721863071
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.4,100,0.316126195400253,0.818479643456867,0.0217973805707613,0.171218981531767,1.37878160981641,0.721377958253164,0.0689515164763971,0.209191496576042,1.21520757482197,1.3648123459169
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.45,100,0.294005938594669,0.836450642995393,0.0196846042933196,0.180989130669059,1.21806280973326,0.739922838804538,0.0669530839662996,0.216377537855579,1.07749632278665,1.37286968119009
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.5,100,0.275159025016681,0.851095370381829,0.0178863048159982,0.189107733989289,1.08509649049964,0.755686613840633,0.0650035186558531,0.222193352907617,0.9634559429317,1.37886405963689
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.55,100,0.259114491638821,0.863100228325814,0.0163582700978364,0.195884802493599,0.974820146684863,0.76910435496071,0.0631314365876461,0.226954872753961,0.868657422989054,1.38333344974256
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.6,100,0.245416953422072,0.873021255331072,0.0150569430201008,0.201588073347052,0.88282940064336,0.780571736997731,0.0613524974951734,0.230908551328003,0.789341238285801,1.3866531231045
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.65,100,0.23366476478514,0.881295990520242,0.0139435130134165,0.206435904743938,0.805505324033637,0.790427812213767,0.0596731519458566,0.234241284386277,0.722451727740869,1.38909038417254
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.7,100,0.22351997390415,0.888263743551873,0.0129851413315405,0.210601158919805,0.73996020769823,0.798953725985835,0.0580938745863883,0.237093048600273,0.665561292255118,1.39083967256836
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.75,100,0.214705047921231,0.894186316727207,0.0121547868790661,0.214218799589563,0.683920778122279,0.806378645585989,0.0566115561639022,0.239568416092097,0.616760847749147,1.39204522514316
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.8,100,0.206994677192425,0.899265905997588,0.011430479178021,0.217393745213288,0.635605050418996,0.812887957559208,0.0552211261326063,0.241745788162763,0.574552741078567,1.3928159502717
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.85,100,0.200206675330368,0.903659403377639,0.0107944616950278,0.220207670449181,0.593614391172988,0.818631372779663,0.0539165923274809,0.243684367833836,0.537759428089112,1.3932353914204
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.9,100,0.194193649869794,0.907489382697815,0.0102323892253018,0.222724460173102,0.556846099151797,0.82373001659361,0.052691677777119,0.245429273795997,0.505450372466932,1.39336854262473
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.95,100,0.188835975241606,0.910852375694145,0.0097326426775697,0.224994421933967,0.524425260497392,0.828282280992682,0.0515401933615524,0.247015244114067,0.476885346699496,1.39326660498746
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.25,1,100,0.184036097613659,0.913825056563251,0.00928577007486468,0.227057481205626,0.495652599216305,0.832368513164459,0.0504562430700851,0.248469309935046,0.451471114840479,1.39297036845419
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0,100,0.562713838067795,0.531004618124744,0.0524571305334746,0.0416420449391164,3.38284840136571,0.485503938530288,0.0932216821139462,0.0784212481732762,3.09297916864465,1.13855596824005
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.05,100,0.537743496674536,0.594472001062292,0.049489171739868,0.0609650643214791,3.10648844565283,0.525051990765517,0.0920311859574582,0.102553298073816,2.74372542317461,1.22234930312958
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.1,100,0.502366383107549,0.650758619924912,0.0454714055892544,0.0814313638227742,2.77381163826852,0.564343517149973,0.0905144275538031,0.125132977619521,2.40547350111568,1.28452612528352
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.15,100,0.46247066400792,0.699543353639029,0.041001229263713,0.10169335735485,2.42930155629482,0.602009393187518,0.0886569299518009,0.145371057884891,2.09059574101705,1.32921806178441
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.2,100,0.422458074390553,0.740825211504975,0.0365373627710245,0.120597570399685,2.10399323621688,0.636839900037476,0.0864875474891421,0.162788156405601,1.80866798459772,1.36062711985024
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.25,100,0.38516495431047,0.774996057479126,0.0323840877922075,0.137391034875283,1.8153794627602,0.668007327951543,0.0840784900853249,0.177279656521328,1.564765100975,1.38245009755387
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.3,100,0.352030838851099,0.802805507655366,0.0287003086434486,0.151777119654722,1.56971154850461,0.695168202909408,0.0815278250539527,0.189058393605189,1.3592502117319,1.39758978246108
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.35,100,0.323455082238941,0.825216455259381,0.0255317130139818,0.163822725049921,1.36572836213193,0.718409421945468,0.0789343386947344,0.198520914126014,1.18896335248833,1.40814215347333
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.4,100,0.299207681996645,0.843229463716738,0.0228530518225156,0.173801303275132,1.1983585413648,0.738097029565852,0.0763785597683014,0.206113888038329,1.0489492099073,1.41554184639382
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.45,100,0.278767830247538,0.857754015691159,0.0206053294547112,0.182056558607693,1.06138484632012,0.754718458563995,0.0739157363904375,0.212247981679218,0.933888644651159,1.42074610200448
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.5,100,0.26154013095808,0.86954976809598,0.0187204865335784,0.188920324506033,0.948897960005066,0.76877157936181,0.0715778739767435,0.217262233212602,0.838923555765671,1.42439135364874
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.55,100,0.246964595202256,0.879219896270824,0.0171342848429801,0.194677355966843,0.855871904343309,0.780706805081981,0.0693795190721474,0.221420553370731,0.75997486275433,1.42690538543896
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.6,100,0.234558820392332,0.887230292054272,0.0157913643519408,0.199557866280137,0.778261124289358,0.790906492325672,0.0673236859118217,0.224922286882344,0.693767764060379,1.42858118710078
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.65,100,0.223925042417324,0.893936353354738,0.0146461525529031,0.203742513209674,0.712895361095844,0.799684430230576,0.065406496722271,0.227916128978394,0.637731443085997,1.42962387800275
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.7,100,0.214742247944839,0.89960841208234,0.0136619800342191,0.207371234754632,0.657317665238222,0.807293829807934,0.0636203642504874,0.230512778637348,0.589866088671039,1.43018029067945
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.75,100,0.206753705685625,0.904452711555861,0.0128096338201241,0.210552075856616,0.60962780731698,0.813937624479455,0.0619560059523264,0.23279500759572,0.548617968595205,1.43035777258338
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.8,100,0.199754491578836,0.908627616032997,0.0120658994768637,0.213368662630585,0.56835148306276,0.819778314529783,0.0604036454023948,0.234825201067669,0.512775764927633,1.4302363316717
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.85,100,0.19358066985382,0.912255743002026,0.0114122946371174,0.21588609461763,0.532337841862027,0.824946377598569,0.0589536891557162,0.236650847389788,0.481389322754578,1.42987664061366
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.9,100,0.188100486111281,0.915432914965328,0.0108340388278653,0.218155434647239,0.500681592878898,0.829547084005097,0.0575970804320827,0.238308488891839,0.453707692391034,1.42932542407656
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,0.95,100,0.183207416228651,0.918234735741136,0.0103192420746934,0.220217077425681,0.472664576049921,0.833665875324447,0.0563254604377726,0.239826559434105,0.429132456211723,1.42861916063435
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.3,1,100,0.178814760346006,0.92072142857973,0.00985827569557656,0.222103263197221,0.447712110826599,0.837372555676671,0.0551312189021804,0.241227429169135,0.407182696973367,1.42778667709487
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0,100,0.5684125923448,0.582874395022396,0.0595237205684422,0.0506503462719857,3.23104463747326,0.506280711428289,0.104719215179411,0.0868975317916299,2.80646326496065,1.23176426774304
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.05,100,0.532213685901193,0.641989957443066,0.0547569868951072,0.0705946440375081,2.89524447583842,0.546744988471173,0.102885341631882,0.109962224827744,2.46570898689468,1.30271811906993
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.1,100,0.489418398463478,0.693544487819806,0.0492511269902672,0.0909231299346865,2.53488247727828,0.586277469785069,0.100631948338866,0.131099203485141,2.14282502576438,1.3538982967902
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.15,100,0.445414818105117,0.737312218675838,0.0436454842200774,0.110321515192748,2.18767564487248,0.62340015552751,0.0979883974353479,0.149626592911857,1.84968769364291,1.38954676850472
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.2,100,0.403893410798158,0.773535596176324,0.0383870249794223,0.127823342433166,1.87662017874616,0.656970052202127,0.0950424640589291,0.165245585419742,1.5938287299107,1.41377541553958
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.25,100,0.366860791032014,0.802914635455001,0.0337217349978135,0.142950127036241,1.61128082800352,0.686383571816221,0.091919703119407,0.17803901028063,1.37742748866114,1.43002935110855
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.3,100,0.334982789679846,0.826448669478112,0.0297294958170681,0.155660425491512,1.39163732547486,0.711577650976744,0.08874932304875,0.188348570504456,1.19820874017293,1.44088801591525
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.35,100,0.308078331745227,0.845221501874061,0.0263828365862535,0.1661869570919,1.21252908327382,0.73287230019065,0.085636780869326,0.196619414820166,1.05135633243669,1.44813679095399
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.4,100,0.285561088739222,0.860234985461482,0.0236025299469085,0.174873683439506,1.0670715232168,0.750774945761246,0.0826531725702399,0.203285946741278,0.931292703163762,1.4529564385344
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.45,100,0.26673104671557,0.872328847867664,0.0212952663615745,0.182069915507266,0.948582283995933,0.765832290308875,0.0798379739584003,0.208717063470182,0.832776475150155,1.45611425829444
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.5,100,0.25092433284017,0.882167435750975,0.019373191260231,0.188081390322412,0.851363281143865,0.778548975647257,0.07720730405437,0.213203732874476,0.751363044674155,1.45811020114968
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.55,100,0.23757068644737,0.890260221324061,0.0177613315647533,0.193157021749944,0.770850025013935,0.789356112861985,0.0747623026660238,0.216966923965969,0.683480138469621,1.45927499353892
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.6,100,0.226203300904703,0.896992479468432,0.0163987310388295,0.197492333199445,0.703493788746142,0.798607415681747,0.072495542608099,0.220171671134278,0.626332293122073,1.45983217059631
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.65,100,0.216448793138936,0.902654613436116,0.0152369775850414,0.201238481659341,0.646568979503763,0.806587316357686,0.0703952993411285,0.222940733547343,0.577756242814548,1.45993644500146
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.7,100,0.208011328926419,0.907466217263612,0.01423799234829,0.204511786849194,0.597986769084619,0.813522621197628,0.0684481581929918,0.225365730380445,0.536081403993359,1.45969744488527
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.75,100,0.200656927981752,0.91159449601637,0.0133718784500236,0.207401931525666,0.556140719254809,0.81959391226449,0.0666405021970616,0.227515559200943,0.500013492682881,1.45919458490873
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.8,100,0.194200033719805,0.915167908518855,0.0126150985949617,0.20997845220885,0.519787132033737,0.824945334793146,0.0649593017741852,0.229442543006876,0.468543494221428,1.45848655939956
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.85,100,0.188492723960471,0.918286127962678,0.0119490231101337,0.212295680868101,0.487955108464153,0.82969251388121,0.0633924899543574,0.231186853861229,0.440878597938764,1.45761753418508
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.9,100,0.18341630065058,0.921027285770833,0.01135880664233,0.214396441394213,0.459879809632665,0.833928773813717,0.061929101186973,0.232779684930592,0.416390493173811,1.45662127554122
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,0.95,100,0.178874824282611,0.923453250666075,0.0108325307502552,0.216314797123686,0.4349531030541,0.837729956854326,0.0605592810150884,0.23424553107335,0.394576816955648,1.45552396360273
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.35,1,100,0.174790168007138,0.925613497285733,0.0103605525299552,0.218078093128673,0.412686992613935,0.841158137218111,0.0592742294837323,0.235603838716878,0.375032368239249,1.45434614895032
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0,100,0.564723668918008,0.62587087430942,0.0649259644714895,0.0589004162217935,3.04922847009956,0.525679273325769,0.114969440887586,0.094109533834409,2.56109730003785,1.30617420744345
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.05,100,0.520725934905772,0.680476671104235,0.0585424558730489,0.0789521682129458,2.68249326765101,0.566496166175122,0.11242469780892,0.116024797859458,2.23317303361616,1.3657776576471
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.1,100,0.473533172033865,0.727297443624974,0.0518074662512851,0.0987147535847956,2.31645834175636,0.605661976086394,0.109406202798354,0.135728173459245,1.92904670446416,1.40751751119211
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.15,100,0.427852264509753,0.766318918542199,0.0453530476241324,0.117004993805244,1.981155905468,0.641716137031302,0.106001653809404,0.152684464619284,1.65902169938881,1.43567176963743
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.2,100,0.386530235682171,0.798064096974794,0.0395633492553264,0.133094315677642,1.69163544265382,0.673702443928454,0.10235512154826,0.166771461317657,1.42802932279745,1.45416697500374
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.25,100,0.35075644704121,0.823468778942145,0.0345939958220208,0.146750234802638,1.45095542681631,0.701286908780665,0.0986268281419683,0.178209834489606,1.23567046143231,1.4661245269738
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.3,100,0.320571498344564,0.843647900267355,0.0304396043196558,0.158104245523249,1.2549688700718,0.72464683312546,0.0949541817561647,0.187405486901758,1.07794877114063,1.47377442271743
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.35,100,0.295410403143879,0.859683385278812,0.0270101652725254,0.167469946329586,1.09658901445748,0.744254184288127,0.0914326813987325,0.194804214199478,0.949350628882608,1.47860267185617
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.4,100,0.274498015054313,0.872504671490891,0.0241877519199187,0.175204887409548,0.968448825282573,0.760682325966379,0.0881163090200591,0.200806818730456,0.844330040934394,1.48156453711506
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.45,100,0.257066812923607,0.882854740068266,0.0218577362336045,0.181637533094608,0.864100686887773,0.774487277436854,0.085027452532739,0.20573886603425,0.758035221476274,1.48326821023604
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.5,100,0.242447480106207,0.891304424034456,0.019921444296402,0.18704133593038,0.778335511123947,0.786154731717984,0.0821680814652115,0.209851237003564,0.686513079520597,1.48410408093749
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.55,100,0.230090416262148,0.898284089990027,0.0182987605717642,0.191633176780025,0.707103391276486,0.7960868355433,0.0795285647661048,0.213332484584195,0.62665665287413,1.48432740931257
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.6,100,0.219557187086386,0.90411629053339,0.0169264470914299,0.195581218190808,0.647307106847332,0.804607662760303,0.077093568723715,0.216323077284033,0.576063349131005,1.48410904569064
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.65,100,0.210502329682202,0.909043237989842,0.0157551786488854,0.199014776384621,0.596588110957706,0.811975201581196,0.0748456260444772,0.218927734201841,0.532884170314065,1.48356620839337
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.7,100,0.20265447410203,0.913247993923456,0.0147465854475623,0.202033290700989,0.553145673140876,0.818394098132417,0.0727671348629486,0.22122500355355,0.495693565513508,1.48278128062889
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.75,100,0.195799984713449,0.916870156321559,0.01387074286299,0.20471358174132,0.515596097817256,0.824026926316801,0.0708413888963764,0.223274342969807,0.463386298240777,1.48181347441428
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.8,100,0.189769806917238,0.920017264184129,0.0131041825734704,0.207115427377312,0.482867140934366,0.829003408078175,0.0690530426643969,0.225121240046492,0.43509890636513,1.48070621917713
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.85,100,0.184429255216989,0.922773040829029,0.0124283670041588,0.209285745018073,0.454120081791254,0.833427679950075,0.0673882621796435,0.226800887930199,0.410150957429354,1.47949194862366
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.9,100,0.179670211213014,0.925203359609984,0.0118285361290662,0.211261698387052,0.4286924819841,0.837383917981511,0.0658347093221951,0.228340824957778,0.388001390661173,1.47819527323146
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,0.95,100,0.175405198015677,0.927360584203994,0.0112928400871685,0.213073001399188,0.406056078832246,0.840940659527341,0.0643814448769029,0.229762839858113,0.368216066710855,1.47683512951566
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.4,1,100,0.171562880577558,0.929286750336985,0.0108116864472127,0.214743631472521,0.385785656218105,0.844154119000766,0.0630187976024629,0.231084357325281,0.350443553219534,1.47542626660153
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.45,0,100,0.555438227389941,0.661423600604349,0.0689262108017094,0.066290390177455,2.86199470199983,0.543548647338663,0.124093386812068,0.100223805314604,2.35194714482675,1.36563087727175
2,2.43,1.5,0.5,1,0.8,0.1,1,2,0.15,0.05,30,0.45,0.05,100,0.506401951890898,0.711635541513496,0.0611835466728428,0.0860928345274189,2.48392203275908,0.584247648670064,0.120820124101782,0.12097882905668,2.03928207974663,1.41546598402535
