"rep","b","theta","g","x","c","a","w","r","mu","m","ep_s","tau_s","tau_p","timestep","S","P","I_s","I_p","H","P.prop","i_s_mean","i_p_mean","H_SP","seeds"
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.1,0.2,100,1.56340416272156,0.50750998194401,0.0749895985018524,0.072621169053828,7.68266196135268,0.245065679449482,0.0479655870759046,0.143093085136284,3.70979259625143,2.39146937017961
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.1,0.25,100,1.50740572106758,0.532018586420528,0.0724364699170494,0.088152702783446,7.30642328857152,0.260867041972152,0.0480537315897595,0.165694780283046,3.58259105853779,2.39873719347215
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.1,0.3,100,1.45029417883473,0.552303314075043,0.0698135095909533,0.103212212395305,6.93400750259738,0.275793471244463,0.048137481767352,0.186875960663312,3.46250683282455,2.38490997289252
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.1,0.35,100,1.3946748176679,0.569228758017385,0.0672462551321158,0.117633420534518,6.57816656345663,0.289845573410476,0.0482164403345013,0.20665403649709,3.3495364257694,2.35667176329365
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.1,0.4,100,1.34182654407151,0.583469371930926,0.0647973860599597,0.131333386929073,6.24456207869429,0.303054386123877,0.0482904339210228,0.225090455895637,3.24342976411653,2.3188157492239
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.1,0.45,100,1.2922824131512,0.595548671400392,0.0624940498617556,0.144283052791686,5.93497348818437,0.315467139127995,0.0483594369355884,0.242269120427075,3.14380536307043,2.27474455327718
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.1,0.5,100,1.24616795700839,0.605873465350892,0.0603438356467577,0.156486707761753,5.64914072067285,0.327138182783774,0.0484235173175387,0.258282820937081,3.0502237436334,2.22686042224957
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.1,0.55,100,1.20339480653815,0.614761379436149,0.0583439491805134,0.167968306469496,5.38579985081916,0.338123525458687,0.0484827995463548,0.273225209143024,2.96223167864595,2.17685351839143
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.1,0.6,100,1.16377001485223,0.622462105936905,0.0564864174101844,0.178762615129421,5.1432542605439,0.348477725090907,0.048537440120724,0.28718634182615,2.87938739914254,2.12590909945664
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.1,0.65,100,1.12705689914576,0.629173491184742,0.0547610029117032,0.188909612040964,4.9196823550565,0.358252251326969,0.0485876116398461,0.300250431220879,2.80127390013487,2.07485443873977
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.1,0.7,100,1.09300818606375,0.635053617088493,0.0531568056018976,0.198451023385,4.71329729125654,0.367494736548231,0.0486334926669957,0.312494910736562,2.72750504794376,2.02426249206596
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.1,0.75,100,1.06138341057478,0.640229862491304,0.0516631149772387,0.207428237671222,4.52242433705331,0.376248747365313,0.048675261420622,0.323990256974368,2.65772746877115,1.97452503590683
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.1,0.8,100,1.0319574185043,0.644805717881314,0.0502698366405437,0.215881100103915,4.34553298099718,0.384553848954027,0.0487130919737016,0.334800226048323,2.59162006051988,1.92590440635265
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.1,0.85,100,1.00452389880859,0.648865936807823,0.0489676792666619,0.223847262781416,4.18124473383744,0.39244582422748,0.0487471520834294,0.344982299244525,2.52889224535397,1.8785702558142
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.1,0.9,100,0.978896196117159,0.652480455459208,0.0477482091233108,0.2313618818177,4.02832839536176,0.399956965688291,0.0487776020712987,0.354588217749558,2.46928162878221,1.83262579639595
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.1,0.95,100,0.954906691616724,0.655707396805678,0.0466038337473604,0.238457527387916,3.88568935959138,0.40711639213832,0.0488045943718929,0.363664537794721,2.41255145321461,1.78812663434282
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.1,1,100,0.932405485605406,0.658595390830197,0.0455277500638023,0.245164221097912,3.75235657817217,0.413950363311981,0.048828273499744,0.372253168654686,2.35848806480783,1.74509435509997
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0,100,1.99064778916486,0.490146892955812,0.141609978948786,0.0299513766554749,8.91648620672841,0.197576565480549,0.0711376365621141,0.0611069397479076,3.59420562732998,2.6713189678356
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.05,100,1.92783262063806,0.5386235909505,0.137360876877645,0.046955683061201,8.46093286578544,0.218379547311562,0.0712514537865754,0.0871771750255853,3.43040059905869,2.80914039815219
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.1,100,1.84242922549313,0.578665742117185,0.131467362866302,0.0651120541947382,7.91354311797844,0.239009931398248,0.0713554480395926,0.112521010759183,3.26858021839156,2.88598596495047
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.15,100,1.74974410179431,0.611805333810123,0.125011022653078,0.0835945856859764,7.34898924485532,0.259069458630043,0.0714453173609119,0.136635921699761,3.11193538193892,2.91848073168695
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.2,100,1.65812751334489,0.639431533197754,0.118586031093239,0.101821515624293,6.80639239103776,0.278309075085564,0.0715180407651635,0.159237557639816,2.96244503543009,2.92019555856789
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.25,100,1.57162567872996,0.66270244409822,0.112483954739172,0.119425999853605,6.30328990097439,0.296600323527854,0.0715717210920547,0.180210592124969,2.82111200972388,2.90138066590688
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.3,100,1.49185381709983,0.682538602843849,0.106824675859131,0.136202162131075,5.84533775010882,0.313898538545092,0.0716053239497676,0.199552320650551,2.68826256773845,2.86941215788342
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.35,100,1.41915211002892,0.699653652231883,0.101637447813127,0.152053396064172,5.43219795152474,0.330211322195642,0.071618431241353,0.217326666671608,2.56380176431486,2.82944134881376
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.4,100,1.3532430167275,0.714594832226665,0.0969071537926926,0.166952391341826,5.06081952619109,0.345575854793489,0.0716110503396794,0.233632239994803,2.44739669928697,2.78499747128356
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.45,100,1.29358496223696,0.72778079903458,0.092599313504952,0.180913347303196,4.7271574931572,0.360044091464559,0.0715834801796262,0.248582193351601,2.3385958067201,2.73846466847871
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.5,100,1.23955404989614,0.739532729300655,0.0886730137921016,0.193973807788185,4.4270222558794,0.373673725212187,0.0715362220788448,0.26229239099616,2.23690153580638,2.69143210571027
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.55,100,1.19053248365297,0.750098443357086,0.0850872634618993,0.206183253142594,4.15646697592008,0.386522977098365,0.0714699217620857,0.274874924709636,2.1418121900819,2.64494138185917
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.6,100,1.14594789993181,0.759670598900323,0.081803870922177,0.217596158268943,3.91193840580119,0.398647787773833,0.0713853316778578,0.286434881886871,2.05284447448355,2.59965816898145
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.65,100,1.10528760677189,0.768400249613132,0.0787885324048425,0.228267900661385,3.69031149489595,0.410100458832901,0.0712832858363016,0.297069008991488,1.96954443736205,2.55599039172633
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.7,100,1.0681004907214,0.776406918133353,0.0760110317569524,0.238252445945261,3.48887039920637,0.420929140433987,0.0711646819913115,0.306865434066546,1.89149167005655,2.51416949529277
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.75,100,1.03399326536775,0.783786092945779,0.0734450254239793,0.247601122017169,3.3052677481004,0.431177793587086,0.0710304678801341,0.315903949107576,1.81829974742749,2.47430645952015
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.8,100,1.00262448553008,0.790614832562507,0.0710676573477371,0.256362047503387,3.13747787179889,0.440886402938933,0.0708816295366694,0.32425656203853,1.74961470013725,2.43643056784456
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.85,100,0.97369803195471,0.79695597807253,0.0688591269398287,0.264579944126768,2.98375133217799,0.450091307256729,0.0707191805672989,0.331988154184708,1.68511257155885,2.40051637129427
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.9,100,0.946956870183789,0.802861337878639,0.0668022692450252,0.272296166363416,2.84257383851533,0.458825570667508,0.0705441518493445,0.339157153940044,1.62449666223494,2.36650253000109
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,0.95,100,0.92217742122689,0.80837410840069,0.0648821730480871,0.279548846953422,2.7126305120091,0.46711935158305,0.0703575814746864,0.345816180959196,1.56749479317317,2.33430502782334
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.15,1,100,0.8991646462903,0.813530722717185,0.0630858456420706,0.286373097550816,2.59277545691269,0.475000246651353,0.070160504977976,0.352012640154919,1.51385675691715,2.30382645834577
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0,100,2.13035902953378,0.613815458817327,0.198674654574442,0.0480197853047399,8.16456657509286,0.223679456763025,0.0932587661610828,0.0782316323496679,2.9752359442707,3.2507146851613
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.05,100,1.99108095568622,0.656324105117238,0.185589445950236,0.0679693191289314,7.40217127009359,0.247912234827432,0.0932103968049221,0.10356060153663,2.79601009293497,3.32622075854305
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.1,100,1.85241425237481,0.691505764802018,0.172472896406792,0.088271584468352,6.6686432638864,0.27182684995318,0.0931070877832428,0.127651263317558,2.62140445409407,3.35459032859694
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.15,100,1.72273175833881,0.720745197608394,0.16011677924549,0.108154759827939,5.99844974510269,0.29496705334346,0.0929435348657454,0.150059632983782,2.45488287929338,3.35107834719891
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.2,100,1.60529042012568,0.745246554101954,0.148838776400612,0.127126935510356,5.40258809674739,0.31705374655799,0.0927176631309858,0.170583728043598,2.2984484634719,3.32733690501852
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.25,100,1.50061866043841,0.765982976926874,0.138702234539241,0.144918468572639,4.87999126420797,0.337943361682761,0.0924300344890546,0.189192805764499,2.15299909069179,3.2916316444075
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.3,100,1.40797734138673,0.783711413301084,0.129651092919389,0.161413979373998,4.42435613240603,0.357583352848254,0.092083224003942,0.205960991041465,2.01869728214955,3.24954266544052
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.35,100,1.32614670540382,0.799011238199742,0.121582830019431,0.176596273712299,4.0277221142919,0.375977343521529,0.0916812819607379,0.221018510465747,1.89525777432911,3.20470096578776
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.4,100,1.25381068419818,0.81232503154026,0.114384259870634,0.190506570039982,3.682149105004,0.393161506939023,0.0912292910821575,0.234520127588288,1.7821429042419,3.15939105888172
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.45,100,1.18972574410378,0.823993240719004,0.107947383554566,0.203218382907206,3.38040224505358,0.409189786126747,0.0907329979951661,0.246626274178997,1.67868618736346,3.11499399814917
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.5,100,1.13278271450675,0.83428101927585,0.102175302671974,0.214821078939263,3.11615851859139,0.424125057540233,0.0901985008806074,0.25749246833606,1.58416754123118,3.07229640520173
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.55,100,1.08201897315304,0.843398060365612,0.0969835084173739,0.225409778863175,2.88400168374498,0.438033966503519,0.0896319850425183,0.267263809885287,1.49785819567335,3.0317003524251
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.6,100,1.03660964703637,0.851512908032042,0.0922992098471392,0.235079281116008,2.67933505337356,0.450983918255873,0.0890395049969095,0.276072480990695,1.41904721501327,2.99336391814818
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.65,100,0.995851470795451,0.858763174756986,0.0880599726712598,0.243920505578086,2.49827151677469,0.463041299073309,0.0884268138911525,0.284036988017227,1.34705693323721,2.95729449833914
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.7,100,0.959145428985305,0.865262825351338,0.0842122396653772,0.252018520018311,2.33752599408627,0.474270396055596,0.087799239948906,0.291262391766317,1.2812515995419,2.92341027194322
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.75,100,0.925980677572442,0.871107399712233,0.0807099639890156,0.25945156795161,2.19431954739431,0.484732724412951,0.0871616070873158,0.297841079110703,1.22104173698033,2.89158028670891
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.8,100,0.895920555492568,0.876377803189572,0.0775134287419713,0.266290733043736,2.0662973117036,0.494486607684519,0.0865181943496711,0.303853808339933,1.1658856995388,2.86165022174381
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.85,100,0.868590762843314,0.881143105325898,0.0745882575731099,0.272600005593146,1.95145955288264,0.503586929049878,0.0858727271390116,0.309370866032394,1.11528935250279,2.83345858161708
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.9,100,0.843669498149751,0.885462650110475,0.0719045952499102,0.278436596418268,1.84810420612844,0.512085008078409,0.0852283926438066,0.314453236828824,1.06880449130966,2.80684653289844
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,0.95,100,0.820879266839744,0.88938768355159,0.0694364304870491,0.283851394039014,1.75477910144326,0.520028574105396,0.0845878721658648,0.319153727096277,1.0260264346696,2.78166355495841
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.2,1,100,0.799980078094518,0.892962637294894,0.0671610346782759,0.288889494505917,1.67024223887055,0.527461814967256,0.0839533839870708,0.323518008974113,0.986591113619791,2.75777037321611
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0,100,2.09958666317288,0.708580920293562,0.236831635703488,0.0652473089060989,6.88270770459755,0.252328573431818,0.112799171311933,0.0920816621467414,2.45096045731767,3.66425974160648
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.05,100,1.91609806512733,0.744681652658559,0.215099408533792,0.086425031878011,6.03305455805669,0.279873470051189,0.1122590813323,0.116056346452834,2.26740098690957,3.69026462904925
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.1,100,1.75007138847932,0.774241910798219,0.195284978550416,0.107050829367658,5.28351889640642,0.306713873836425,0.111586864305064,0.138265350757481,2.09305195908867,3.6819940004804
1,6,1.5,0.15,1,0.8,0.1,1,2,0.15,0.05,30,0.25,0.15,100,1.60431524457707,0.798518138531171,0.177741987837306,0.126474524400526,4.64036476959548,0.332323557740083,0.110789938846565,0.158386539137569,1.93120538536585,3.65283811158229
